plot_id,language,title_bn,title_en,synopsis,n_sentences,source_url,source_type,collected_date,split,revision_id,revision_timestamp,licence
BN065,bn,তুরুপের তাস,,"চলচ্চিত্রটির কাহিনি শুরু হয় কয়েকজন তরুণ-তরুণীর গল্প দিয়ে, যারা সদ্য উচ্চমাধ্যমিক পরীক্ষা শেষ করেছে। তারা সিদ্ধান্ত নেয় পরীক্ষার শেষ দিনে একটি ভ্রমণে বের হবে। বন্ধুদের মধ্যে অয়ন, যার বাবা সদ্য একটি নতুন চার চাকার গাড়ি কিনেছেন, সেই গাড়িতে করেই ঘুরতে যাওয়ার পরিকল্পনা করে তারা। অয়ন, অনন্যা, মৈনাক এবং তন্না একসঙ্গে ভ্রমণে বের হয় এবং একটি হাইওয়ের ক্যাফেতে থামে। সেখানে মৈনাক গাড়ির চাবি নিয়ে তন্নাকে প্রোপোজ করার পরিকল্পনা করে। কিন্তু কিছুক্ষণ পর দেখা যায়, তাদের গাড়িটি চুরি হয়ে গেছে। ভয় পেয়ে মৈনাক অন্য বন্ধুদের খবর দেয়। পরের দিন চুরি হওয়া গাড়িটি একটি সেকেন্ডহ্যান্ড শোরুমে পাওয়া যায়। গ্রামে একজন সাধারণ ব্যবসায়ী মেহবুব খান সেই গাড়ি কিনতে আসেন এবং শোরুম কর্তৃপক্ষ ভুয়া কাগজপত্র তৈরি করে গাড়িটি বিক্রি করে দেয়। মেহবুব খান যখন গাড়ি নিয়ে বের হন, তখন নাকা চেকিংয়ে ধরা পড়েন। গাড়ি তল্লাশি করে পুলিশ একটি মৃতদেহ ও দুটি নিষ্ক্রিয় বোমা উদ্ধার করে। এতে মেহবুব খানকে গ্রেপ্তার করা হয়।",12,https://bn.wikipedia.org/wiki/%E0%A6%A4%E0%A7%81%E0%A6%B0%E0%A7%81%E0%A6%AA%E0%A7%87%E0%A6%B0_%E0%A6%A4%E0%A6%BE%E0%A6%B8,wikipedia_bn,2026-07-31,,8890201,2026-04-13T09:39:51Z,CC BY-SA 4.0
BN066,bn,তৃতীয় অধ্যায়,,"কৌশিক (আবিরের চরিত্র), একজন ক্রীড়া শিক্ষক, এবং  শ্রেয়া (পাওলির চরিত্র) একজন উদ্ভিদবিদ। তারা বহু বছরের ব্যবধানে মিলিত হয়। ছবির গল্পে রয়েছে সম্পর্কের টানাপোড়ন, হিংসা, প্রেমের সাথে রহস্যের ছোঁয়া, বহু বছর আগে তাদের সম্পর্কের অবসান কেন ঘটেছে, বর্তমানের সাথে তাদের পুনর্মিলন, এবং সম্ভাব্য (বা না) ভবিষ্যত কি হতে পারে সেই ঘটনা।",3,https://bn.wikipedia.org/wiki/%E0%A6%A4%E0%A7%83%E0%A6%A4%E0%A7%80%E0%A6%AF%E0%A6%BC_%E0%A6%85%E0%A6%A7%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AF%E0%A6%BC,wikipedia_bn,2026-07-31,,8905877,2026-04-24T05:35:45Z,CC BY-SA 4.0
BN067,bn,তোমাকে চাই (চলচ্চিত্র),,"চলচ্চিত্রটির গল্প একটি অল্প বয়সী যুগলকেন্দ্রিক, জয় (বনি সেনগুপ্ত) এবং দিয়া (কৌশানী মুখোপাধ্যায়) মহাবিদ্যালয়ে একে অপরের প্রেমে পড়ে। জয় এবং দিয়া উভয়ই একে অপরকে প্রচণ্ড ভালোবাসে কিন্তু দিয়ার একটি আত্মীয় ছেলে দিয়াকে ছোটো বেলা থেকেই বিরক্ত করে এবং জয়কে তার ব্যাপারে বলে বলে যে তাকে বিয়ে করতে। জয় এবং দিয়ার বিয়েতে ঐ ছেলেটা এসে দিয়াকে বিরক্ত করা শুরু করলে জয় তাকে খুন করে জেলে যায়। দিয়া অন্তঃসত্ত্বা হয়ে পড়ে এবং সময়ের বিবর্তনে তার স্মৃতি ভুলে যায় এবং তার বাড়ি থেকে পালিয়ে যায়। যে জেলে জয়কে রাখা হয়েছিলো সেই জেলেও দিয়া পৌঁছে যায়। দিয়া ঐ জেলে মারা যায় এবং জয় জেল থেকে পালানোর সময় আগেই মারা যায়।",6,https://bn.wikipedia.org/wiki/%E0%A6%A4%E0%A7%8B%E0%A6%AE%E0%A6%BE%E0%A6%95%E0%A7%87_%E0%A6%9A%E0%A6%BE%E0%A6%87_(%E0%A6%9A%E0%A6%B2%E0%A6%9A%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0),wikipedia_bn,2026-07-31,,8907009,2026-04-24T08:34:48Z,CC BY-SA 4.0
BN068,bn,দহন (১৯৮৫-এর চলচ্চিত্র),,"ব্যক্তিগত প্রেমের চেয়ে সমষ্টিগত প্রেমই গল্পে প্রাধান্য পেয়েছে। গল্পে আরো অনেক গুরুত্বপূর্ণ বিষয় স্থান পেয়েছে যেমন- বাজেট নিয়ে আলোচনা, মানুষ নিয়ে রাজনীতি, শেরে বাংলা নগরে প্রেমাভিসার প্রভৃতি। গল্পে অর্থনৈতিক সামাজিক পুরানো পদ্ধতি ভাঙার সংগ্রামী প্রচেষ্টাকে তুলে ধরেছে, খুজেছে মুক্তির পথ। ফ্যাক্টস, ফিকশন, সিম্বল, হিওমার ব্যবহার করে কাহিনীতে সৃষ্টি করেছে একটি দলিলচিত্র।",4,https://bn.wikipedia.org/wiki/%E0%A6%A6%E0%A6%B9%E0%A6%A8_(%E0%A7%A7%E0%A7%AF%E0%A7%AE%E0%A7%AB-%E0%A6%8F%E0%A6%B0_%E0%A6%9A%E0%A6%B2%E0%A6%9A%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0),wikipedia_bn,2026-07-31,,8907970,2026-04-24T11:05:11Z,CC BY-SA 4.0
BN069,bn,দহন (১৯৯৭-এর চলচ্চিত্র),,"রমিতা (ঋতুপর্ণা সেনগুপ্ত) এবং পলাশ (অভিষেক চট্টোপাধ্যায়) নামক এক নবদম্পতি রাস্তায় আক্রান্ত হয়। গুন্ডারা রমিতাকে শারীরিকভাবে নিগ্রহ করে কিন্তু কেউ তাদের সাহায্য করতে এগিয়ে আসে না। এই ঘটনা দেখে স্কুল শিক্ষিকা ঝিনুক (ইন্দ্রাণী হালদার) তাদের সাহায্য করার ঘটনাস্থলে দৌড়ে যায়। ঝিনুক পুলিশকে সাহায্য করে আক্রমণকারীদের শাস্তি দেওয়ার জন্য চেষ্টা শুরু করে কিন্তু এক সময়, আক্রান্ত দম্পতি নিজেরাই এই মামলায় জড়াতে না চাওয়ায় ঝিনুক প্রচণ্ড হতাশ হয়।",4,https://bn.wikipedia.org/wiki/%E0%A6%A6%E0%A6%B9%E0%A6%A8_(%E0%A7%A7%E0%A7%AF%E0%A7%AF%E0%A7%AD-%E0%A6%8F%E0%A6%B0_%E0%A6%9A%E0%A6%B2%E0%A6%9A%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0),wikipedia_bn,2026-07-31,,8907550,2026-04-24T09:56:05Z,CC BY-SA 4.0
BN070,bn,দুই পৃথিবী (২০১০-এর চলচ্চিত্র),,"রাহুল রায় (জিৎ) তার ধনী বাবা অরূপ রায়ের (বি.ডি. মুখোপাধ্যায়) একমাত্র ছেলে। সে আরাম এবং বিলাসবহুল জীবনযাত্রায় অভ্যস্ত এবং তার কাছে জীবন একটি খেলামাত্র। সে একজন ভাগ্যবান চরিত্র যে সুখী জীবনযাপনে অভ্যস্ত এবং মেয়েদের কাছে জনপ্রিয়। রাহুল, নন্দিনী (কোয়েল মল্লিক) এর সাথে পরিচিত হয়। নন্দিনী একজন তরুণ ডাক্তার। রাহুল তার বন্ধুদের সাথে বাজি ধরে যে সে নন্দিনীকে তার প্রেমে ফেলবে। রাহুল নন্দিনীকে এক নাচের অনুষ্ঠানের পর কফি খাওয়ার জন্য আমন্ত্রণ জানায়। নন্দিনী একজন অনাথ হওয়ায় সে দরিদ্র ব্যক্তিদের প্রতি অত্যন্ত দয়াময় এবং একজন ভাল সেবিকা। দরিদ্র ব্যক্তিদের সুখে-দুঃখে তাদের সাথে থাকে এবং তাদের সহায়তা করে। কিন্তু একজন ধনীব্যক্তি হওয়ায় রাহুল দরিদ্রদের ঘৃণা করে। তবে নন্দিনীর মুক্তমনের ব্যবহার তাকে দরিদ্রদের প্রতি দয়াময় করে তোলে। তারা ভাল বন্ধুত্ব করে ফেলে।",12,https://bn.wikipedia.org/wiki/%E0%A6%A6%E0%A7%81%E0%A6%87_%E0%A6%AA%E0%A7%83%E0%A6%A5%E0%A6%BF%E0%A6%AC%E0%A7%80_(%E0%A7%A8%E0%A7%A6%E0%A7%A7%E0%A7%A6-%E0%A6%8F%E0%A6%B0_%E0%A6%9A%E0%A6%B2%E0%A6%9A%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0),wikipedia_bn,2026-07-31,,9032922,2026-07-02T08:00:08Z,CC BY-SA 4.0
BN071,bn,দেনা পাওনা,,"জীবনানন্দ একজন মাতাল জমিদার। এককারি তার সমস্ত পাপ কাজ এবং অর্থের লোভে তার সঙ্গী। সোরাশি স্থানীয় চণ্ডী মন্দিরের পুরোহিত এবং জীবনানন্দের বিচ্ছিন্ন স্ত্রী। তিনি অবিচল এবং একগুঁয়ে, কিন্তু দায়িত্বশীল এবং সৎ। স্থানীয় সমাজের কিছু অংশে তার অপরিসীম প্রভাব রয়েছে। সোরাশি যখন যুবক ছিলেন, তখন তিনি আলাকা নামে পরিচিত ছিলেন। পরিস্থিতি ষোড়শীকে সারা রাত মাতাল জীবনানন্দের বাড়িতে থাকতে বাধ্য করে। ঘটনাটি জানাজানি হলে স্থানীয় গ্রামবাসীদের মধ্যে তোলপাড় সৃষ্টি হয়। কিন্তু সোরাশি পুলিশ ও ম্যাজিস্ট্রেটের কাছে আইনি জবানবন্দি দেন যে তিনি স্বেচ্ছায় জমিদার বাড়িতে গিয়েছিলেন। এই বক্তব্যের কারণে জীবনানন্দ সকল অপরাধ থেকে মুক্তি পান। কিন্তু গ্রামের নেতারা তাদের সিদ্ধান্তের ব্যাপারে খুবই কঠোর ছিলেন। সর্বেশ্বর শিরোমণি, মিঃ চৌধুরী, এবং জনার্দন রায় মন্দিরের পুরোহিতের দায়িত্ব আর সোরাশীকে না দেওয়ার সিদ্ধান্ত নেন।",12,https://bn.wikipedia.org/wiki/%E0%A6%A6%E0%A7%87%E0%A6%A8%E0%A6%BE_%E0%A6%AA%E0%A6%BE%E0%A6%93%E0%A6%A8%E0%A6%BE,wikipedia_bn,2026-07-31,,8907189,2026-04-24T09:07:35Z,CC BY-SA 4.0
BN072,bn,দ্য নেমসেক,,"নেমসেক অশোক এবং আশিমা গাঙ্গুলীর সংগ্রামকে নিয়ে এই চলচ্চিত্র নির্মিত হয়েছে, পশ্চিমবঙ্গ রাজ্য থেকে মার্কিন যুক্তরাষ্ট্রে প্রথম প্রজন্মের অভিবাসী এবং তাদের আমেরিকান বংশোদ্ভূত সন্তান গোগোল ও সোনিয়া। চলচ্চিত্রটিতে মূলত দেখানো হয়েছে কলকাতা, নিউ ইয়র্ক শহরের স্থান গুলো। গল্প শুরু হয় যখন অশোক এবং আশিমা কলকাতা ছেড়ে নিউ ইয়র্ক শহরে স্থায়ী হয়। একটি ধারাবাহিক ভুলের মাধ্যমে, তাদের ছেলের ডাকনাম, গোগোল (রাশিয়ান লেখক নিকোলাই গোগোলের নামানুসারে নামকরণ করা হয়েছে), তার আনুষ্ঠানিক জন্ম নাম হয়ে ওঠে, একটি ঘটনা যা তার জীবনের অনেক দিককে রূপ দেবে। গল্পটি গোগোলের আন্তঃসাংস্কৃতিক অভিজ্ঞতার বর্ণনা করে  এবং তার ভারতীয় ঐতিহ্যের অন্বেষণ, কারণ গল্পটি মার্কিন যুক্তরাষ্ট্র এবং ভারতের মধ্যে স্থানান্তরিত হয়। কলেজের পর, গোগোল তার ""ভাল নাম"" নিখিল ব্যবহার করে (পরে ছোট করে নিক করা হয়)। তিনি একজন স্থপতি হিসেবে কাজ করেন এবং ম্যাক্সিন ( জ্যাসিন্ডা ব্যারেট ) নামে একজন ধনী ব্যাকগ্রাউন্ডের একজন শ্বেতাঙ্গ আমেরিকান মহিলার সাথে দেখা করেন, যিনি তাদের সাংস্কৃতিক পার্থক্য সম্পর্কে অজ্ঞ। গোগোল ম্যাক্সিনের প্রেমে পড়েন এবং তাকে তার পিতামাতার সাথে পরিচয় করিয়ে দেন, যারা ডেটিং, বিয়ে এবং প্রেমের বিষয়ে তার আধুনিক, আমেরিকান দৃষ্টিভঙ্গি বোঝার জন্য সংগ্রাম করে। তার সাথে দেখা করার সময় তারা দ্বিধান্বিত এবং রক্ষা পায়। গোগোল ম্যাক্সিনের পরিবারের সাথে মিলিত হয় এবং তার নিজের পরিবারের চেয়ে তাদের আরও ঘনিষ্ঠ বোধ করে।শিক্ষানবিশের জন্য ওহাইওতে যাওয়ার আগে, অশোক গোগোলকে তার নামটি কীভাবে এসেছে তার গল্প বলে। কিছুক্ষণ পরে, গোগোল ম্যাক্সিনের পরিবারের সাথে ছুটিতে থাকাকালীন, অশোক মারা যায়।",12,https://bn.wikipedia.org/wiki/%E0%A6%A6%E0%A7%8D%E0%A6%AF_%E0%A6%A8%E0%A7%87%E0%A6%AE%E0%A6%B8%E0%A7%87%E0%A6%95,wikipedia_bn,2026-07-31,,8904317,2026-04-24T01:54:39Z,CC BY-SA 4.0
BN073,bn,ধন্যি মেয়ে,,"কলকাতার সচ্ছল ব্যবসায়ী কালিগতি দত্ত একজন ফুটবল পাগল মানুষ। তার নিজের ক্লাব সর্বমঙ্গলা স্পোর্টিং ক্লাবের প্রধান খেলোয়াড় তার ভাই বগলা ও শ্যালক ঘণ্টেশ্বর। নিঃসন্তান কালীগতি ও তার স্ত্রী বগলাকে পুত্রস্নহে মানুষ করেন। তার দল হাড়ভাঙ্গা গ্রামে শিল্ড ফাইন্যাল খেলতে যায়। ম্যাচ জিতলেও গ্রামের জিমিদার ও হাড়ভাঙা ক্লাবের সভাপতি গোবর্ধন চৌধুরী তার ভাগ্নি মনসার সাথে জোর করে বগলার বিয়ে দিয়ে দেয়। মনসা অনাথ, অবিহেলায় মামার বাড়িয়ে মানুষ কিন্তু বগলার বাড়ির প্রিয়পাত্রী হয়ে ওঠে যদিও কালীগতি এই বিবাহ স্বীকার করেন না। যদিও বগলা ও মনসার মধ্যে মধুর সম্পর্ক গড়ে ওঠে। মনসাকে জোর করে ফেরত পাঠিয়ে দেন কালিগতি। শিল্ড ফাইন্যালের বদলা নিতে দলবল নিয়ে তিনি আবার যান হাড়ভাঙা গ্রামে ম্যাচ জিতে আসার জন্যে।",9,https://bn.wikipedia.org/wiki/%E0%A6%A7%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A6%BF_%E0%A6%AE%E0%A7%87%E0%A6%AF%E0%A6%BC%E0%A7%87,wikipedia_bn,2026-07-31,,8906907,2026-04-24T08:18:58Z,CC BY-SA 4.0
BN074,bn,ধূমকেতু (২০২৫-এর চলচ্চিত্র),,"ভানু সিংহ (দেব) একসময় ছিলেন সাধারণ ব্যক্তি, কিন্তু বর্তমানে তিনি একজন ওয়ান্টেড সন্ত্রাসী। তিনি হঠাৎ করেই ফিরে আসেন তাঁর শৈশবের বন্ধু, মোহুঙ্গঞ্জ ডাকঘরের পোস্টম্যান যোগেশের জীবনে। কাহিনী অতীত ও বর্তমানের প্রেক্ষাপটে এগিয়ে চলে এবং উন্মোচন করে ভানুর অতীত জীবন। দার্জিলিং জেলার কাল্পনিক পাহাড়ি শহর মোহুঙ্গঞ্জে জন্ম নেওয়া ভানু এক স্থানীয় স্কুলশিক্ষকের ছেলে। তাঁর ছোট ভাই রবিকে দুর্নীতিবাজ রাজনৈতিক ও ব্যবসায়িক গোষ্ঠীর হাতে নৃশংসভাবে খুন হতে হয়, কারণ তাঁদের বাবা প্রকাশ্যে দুর্নীতির সমালোচনা করেছিলেন। প্রাণনাশের ভয়ে ভানু পালিয়ে যান অরুণাচল প্রদেশে এবং পরে চিরঞ্জিত চক্রবর্তী অভিনীত ‘চিফ’-এর নেতৃত্বাধীন একটি চরমপন্থী সংগঠনে যোগ দেন। পরে ভানু ‘ইন্দ্রনাথ খাসনবিস’ নামের এক বৃদ্ধের ছদ্মবেশে ফিরে আসেন মোহুঙ্গঞ্জে, পরিবারের সঙ্গে শেষবারের মতো দেখা করতে এবং তাঁদের ওপর চালানো বর্বরতার প্রতিশোধ নিতে। তাঁর লক্ষ্য প্রতিশোধ সম্পন্ন করে আত্মঘাতী মিশনে অংশ নেওয়া।",8,https://bn.wikipedia.org/wiki/%E0%A6%A7%E0%A7%82%E0%A6%AE%E0%A6%95%E0%A7%87%E0%A6%A4%E0%A7%81_(%E0%A7%A8%E0%A7%A6%E0%A7%A8%E0%A7%AB-%E0%A6%8F%E0%A6%B0_%E0%A6%9A%E0%A6%B2%E0%A6%9A%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0),wikipedia_bn,2026-07-31,,8982553,2026-06-02T21:34:42Z,CC BY-SA 4.0
BN075,bn,না বোলনা,,"কলেজ শিক্ষার্থী দুই ঘনিষ্ঠ বান্ধবী কবিতা (সিমলা) ও সঞ্চিতা (সুমনা সোমা)। সঞ্চিতা মাতৃহীন ধনবান পরিবারের একমাত্র মেয়ে আর কবিতা গ্রামের এক বিধবা মায়ের ঘরের। শিক্ষাঙ্গনে এসে কবিতার মায়ের লেখা একটি চিঠির ঘটনাকে কেন্দ্র করে ওদের এই বন্ধুত্ব। কলেজের সবাই ওদের বন্ধুত্বের কথা জানে। কবিতা ভালো গান করে পাশাপাশি ভালো কবিতাও লিখে। একদিন সঞ্চিতা-কবিতাসহ কলেজের কিছু ছাত্রীরা মিলে পিকনিকে যায়। সঞ্চিতা স্থান হিসেবে বেছে নেয় কবিতাদের গ্রামের বাড়ির একটি এলাকা। এর মূল কারণ, সঞ্চিতা কবিতার মায়ের লেখা ছোট ছোট চিঠি পড়ে কল্পনায় নিজের মায়ের আসনে বসিয়ে রেখেছে তাকে এবং এই পিকনিক এর বাহানে করে মাকে দেখতেই তার এখানে আগমন। কবিতার মায়ের (শর্মিলী আহমেদ) স্নেহের সংস্পর্শে এসে সঞ্চিতা নতুন করে মায়ের অভাব বুঝতে পারে এবং তাকে ঢাকা নিয়ে যেতে চায়।",9,https://bn.wikipedia.org/wiki/%E0%A6%A8%E0%A6%BE_%E0%A6%AC%E0%A7%8B%E0%A6%B2%E0%A6%A8%E0%A6%BE,wikipedia_bn,2026-07-31,,7983708,2025-02-19T06:01:03Z,CC BY-SA 4.0
BN076,bn,নিধিরাম সর্দার,,"হঠাৎ করেই ‘নিধিরাম সর্দার’ নামে এক চোর কলকাতা পুলিশের জীবনটাই বদলে দিল। সে অসাধু ব্যবসায়ীর কাছ থেকে চুরি করে গরীবদের মাঝে বিলিয়ে দিত। মিঃ গঙ্গারাম একজন আমদানি-রপ্তানিকারক হোটেল লাভ বার্ডে  মুখোমুখি হন। হোটেলের মালিক সিতেশ পাইন নামের একজন বাতিক, হাই প্রোফাইল অপরাধী এই ঘটনায় খুবই উদ্বিগ্ন হয়ে পড়েন। অন্যদিকে, যামিনী,  স্মার্ট মেয়ে একটি মধ্যবিত্ত পরিবারের একমাত্র উপার্জনকারী সদস্য হঠাৎ কিছু সমস্যার সম্মুখীন হয়। কিছু অজানা অসামাজিক তাকে নিয়মিত অনুসরণ করে। এমন পরিস্থিতিতে তিনি রাম প্রসাদ সিংহের কাছে সাহায্য চান। রাম প্রসাদ যিনি একজন স্বনামধন্য গায়ক এবং সেই সাথে তার নিজস্ব মূল্যবোধের সাথে একজন সাহসী মানুষ সমস্যাটি প্রকাশ করার চেষ্টা করেন। সে তার আপ্রাণ চেষ্টা করে এবং তার আত্মীয় মল্লিক এবং পুরানো বন্ধু সঞ্জয়ের সাহায্যে মামলাটি সমাধান করে।",9,https://bn.wikipedia.org/wiki/%E0%A6%A8%E0%A6%BF%E0%A6%A7%E0%A6%BF%E0%A6%B0%E0%A6%BE%E0%A6%AE_%E0%A6%B8%E0%A6%B0%E0%A7%8D%E0%A6%A6%E0%A6%BE%E0%A6%B0,wikipedia_bn,2026-07-31,,8982661,2026-06-03T00:20:16Z,CC BY-SA 4.0
BN077,bn,নিষ্পাপ মুন্না,,জেলখানায় জন্ম হয় শিশু মুন্নার তবে জন্মের সময় তার মা মারা যায়। জেলার মুন্নাকে মায়া করে জেলখানা থেকে নিজ বাড়িতে নিয়ে আসেন। কিন্তু পরিবারের অন্য সদস্যরা মুন্নাকে মেনে নিতে পারে না। এর মধ্যে জেলারের ছোট ভাই জেলারের স্ত্রীকে খুন করে। তবে দোষ পড়ে মুন্নার। বিচারে মুন্নার ১২ বছর জেল হয়। পরে জেল খেটে বের হয়ে মুন্না  আসল সত্য বের করার চেষ্টা করতে থাকে।,7,https://bn.wikipedia.org/wiki/%E0%A6%A8%E0%A6%BF%E0%A6%B7%E0%A7%8D%E0%A6%AA%E0%A6%BE%E0%A6%AA_%E0%A6%AE%E0%A7%81%E0%A6%A8%E0%A7%8D%E0%A6%A8%E0%A6%BE,wikipedia_bn,2026-07-31,,8906353,2026-04-24T06:47:08Z,CC BY-SA 4.0
BN078,bn,পাগল প্রেমী,,"কলেজ ছাত্রী গীতাঞ্জলি ওরফে গীতা (অর্পিতা মুখার্জি) বেড়াতে কন্যাকুমারীতে যায়। তিনি একটি সৈকতে রেখে যাওয়া ডায়েরিতে একটি কবিতা পেয়েছেন এবং এতে স্বাক্ষর রেখে বলেছেন যে তিনি চান কবিতা তার প্রেমে সফল হবে। পরে, তার গোড়ালিটি সমুদ্রের মধ্যে পড়ে এবং একটি লোক তার চোখের সামনে জলে লাফিয়ে যায় তবে কেউ তাকে পুনরুদ্ধার করতে দেখেনি। তবে সমুদ্রের মধ্যে কে ঝাঁপিয়ে পড়েছে তা গীতা দেখেনি। তিনি এই ঘটনাটি ঘন ঘন এই ধারণাটি নিয়ে স্বপ্নে দেখেছিলেন যে যে ব্যক্তি লাফ দিয়েছিল সে মারা গেছে তবে তার বন্ধুরা তাকে এটি ভুলে যেতে বলে। অজয় (যশ দাশগুপ্ত) একটি ছিন্নমূল ব্রাট এবং স্থানীয় সংসদ সদস্য এম.পি.  অবিনাশ ব্যানার্জির ছেলে। তিনি সুন্দর মেয়েদের সাথে ফ্লার্ট করতে পছন্দ করেন এবং সেগুলি তার বান্ধবী হতে চান। একদিন সে গীতা দেখে তার কাছে প্রস্তাব দেয়। তিনি যখন তা প্রত্যাখ্যান করেছেন, তিনি কলেজ ভবনের উপর থেকে লাফিয়ে যাওয়ার হুমকি দেন। মৃত্যুর জন্য দায়ী হওয়ার ভয়ে গীতা এই প্রস্তাবটি গ্রহণ করে যে কোনও লোক ইতোমধ্যে তার জন্য মারা গেছে এবং সে চায় না যে তার কারণে কেউ আহত হয় এবং তাকে ডেটিং শুরু করে। আড়িয়া (ঋত্বিক চক্রবর্তী) একজন সুখী-ভাগ্যবান ছেলে যিনি বন্ধুবান্ধব এবং বাচ্চাদের সাথে তার জীবন উপভোগ করেন। কলেজের প্রথম দিনে, তিনি গীতা দেখেন যে সবেমাত্র কলেজ ভবনের শীর্ষে থাকা অজয়ের কাছে তার প্রেমের কথা স্বীকার করছিল এবং তাকে হুমকি দিয়েছিল।",12,https://bn.wikipedia.org/wiki/%E0%A6%AA%E0%A6%BE%E0%A6%97%E0%A6%B2_%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A7%87%E0%A6%AE%E0%A7%80,wikipedia_bn,2026-07-31,,8912664,2026-04-27T15:11:28Z,CC BY-SA 4.0
BN079,bn,পালাবি কোথায়,,"শিরিন মধ্যবিত্ত পরিবারের একটি মেয়ে। সবাই যৌতুক চায় বিধায় যৌতুক নিয়ে বিয়ে করতে রাজি নয় বলে সে বিয়ে করতে পারেনি। শিরিন একটি পোশাক কারখানায় টাইপিস্ট ও ম্যানেজারের পিএস হিসেবে কাজ করেন। নূরী ওই কারখানার একজন পরিচ্ছন্নতাকর্মী। তার বেকার স্বামী বাচ্চু প্রায়ই তার স্ত্রীর টাকা চুরি করে। চুরির টাকা দিয়ে সে মদ পান করে। বিবাহিত হাওলাদার পোশাক কারখানার ম্যানেজার একজন দুষ্টু ব্যক্তি। তিনি নারী শ্রমিক-কর্মীদের বিভিন্নভাবে যৌন হয়রানি করেন। অফিসের নারীরা বিভিন্নভাবে তার কাছ থেকে আত্মরক্ষা করে। অফিসে কম্পিউটার বিভাগ খোলা হয়। মিলি চৌধুরী নামে এক আন্দোলনকারী নারী প্রধান কার্যালয় থেকে নতুন কম্পিউটার অপারেটর হিসেবে সংগঠনে যোগ দেন। শিরিন মনে করেন, কম্পিউটার ব্যবস্থা চালু হলে টাইপিস্টদের আর প্রয়োজন হবে না।",12,https://bn.wikipedia.org/wiki/%E0%A6%AA%E0%A6%BE%E0%A6%B2%E0%A6%BE%E0%A6%AC%E0%A6%BF_%E0%A6%95%E0%A7%8B%E0%A6%A5%E0%A6%BE%E0%A6%AF%E0%A6%BC,wikipedia_bn,2026-07-31,,8904777,2026-04-24T03:11:56Z,CC BY-SA 4.0
BN080,bn,প্যান্থার - হিন্দুস্থান মেরি জান,,"মুম্বইয়ে একাধিক বোমা বিস্ফোরণের পরে সন্ত্রাসীরা তাদের দাবি মানা না হলে কলকাতা ও দিল্লিতে একই কাজ করার হুমকি দেয়। প্যানথার, দেশের সেরা RAW এজেন্ট, সন্ত্রাসবাদী সংগঠনকে রুট করার জন্য একক মিশনে যাত্রা করেছে। সে কি সফল হবে? আজকের সময়ে সন্ত্রাসবাদ মানবজাতির বৃহত্তম শত্রুতে পরিণত হয়েছে এবং আমরা প্রায়শই তাদের অমানবিক কাণ্ডের শিকার হই। আমাদের মরিয়া প্রচেষ্টা সত্ত্বেও আমরা সন্ত্রাসী সংগঠনগুলিকে আমাদের ক্ষতি করতে বাধা দিতে ব্যর্থ হই। তবে এটাই কি বাস্তব - কোন বাস্তবতা যা মনে হয় তার থেকে প্রায়শই আলাদা হয় না। গল্পটি প্যান্থারের মিশনের বিশদ বিবরণ। প্যাথার মিশনে একা ছিলেন তবে দেশের প্রতি ভালবাসা তাকে কখনও একাকী হতে দেয় না। তিনি বিভিন্ন দেশে ভ্রমণ করেছেন এবং সবচেয়ে বিপজ্জনক এবং ঝুঁকিপূর্ণ পরিস্থিতির মুখোমুখি হয়েছেন, তবে অবশেষে ট্রাম্পে এসেছেন। তিনি নিশ্চিত করেন যে ভারতে আর কোনও আক্রমণ চালানো হয়নি। এবং মিশনটি যেহেতু ভারত সরকারের সম্মতি ব্যতীত একটি গোপন তদন্ত ছিল, তাই এটি সকলের থেকে গোপন ছিল। গল্পটি বিশ্বব্যাপী প্রতিটি ভারত এবং মানুষের কাছে অনুপ্রেরণার গল্পটি উপস্থাপন করবে।",12,https://bn.wikipedia.org/wiki/%E0%A6%AA%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A5%E0%A6%BE%E0%A6%B0_-_%E0%A6%B9%E0%A6%BF%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%81%E0%A6%B8%E0%A7%8D%E0%A6%A5%E0%A6%BE%E0%A6%A8_%E0%A6%AE%E0%A7%87%E0%A6%B0%E0%A6%BF_%E0%A6%9C%E0%A6%BE%E0%A6%A8,wikipedia_bn,2026-07-31,,8982977,2026-06-03T03:32:25Z,CC BY-SA 4.0
